Vaka_ID,Ulke_Bolge,Yil,Proje_Sektoru_v4,FIDIC_Kitap_Turu,Atif_Maddeler,Kurum_Yargi_Yeri,Uyusmazlik_Ozeti,Claim_Turu,Eskalasyon_Asamasi,Sonuc_Yonu,Vaka_Adi,Kaynak,Karar_Yonu_Ham,Tahmini_Tutar_USD,Sure_Yil_Cikarilan
240,Singapur,2010,Kopru/Tunel,Turuncu Kitap - 1999 (1. Baskı),1.1.5.6;13.1;13.3;13.8;13.11;13.13;13.16,Singapore,"Isveren Temsilcisi'nin 'onayladigi' Nihai Odeme Belgesi'nin, yetkisi olmadigi icin Isveren'i baglamadigina; vergi/finansman/genel gider/kur zarari sorumluluklarina karar verildi.",Odeme Uyusmazligi,Belirsiz/Sadece Claim Asamasi,Belirsiz/Veri Yok,ICC Final Award in Case 16205,Corbett & Co Table,,,
241,Ürdün,2010,Belirsiz/Veri Yetersiz,Kırmızı Kitap - 4. Baskı (1987),67,ICSID,Urdun mahkemesinin Claimant lehine verilen tahkim kararini iptal etmesinin gecerliligi ICSID'de tartisildi.,Yatirim Anlasmasi Ihlali (BIT/ICSID),Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Belirsiz/Veri Yok,"ATA Construction, Industrial & Trading Company v Hashemite Kingdom of Jordan (18 Mayis 2010)",Corbett & Co Table,,,
242,Malezya,2010,Bina/Konut/Ticari,FIDIC (Kitap Rengi Belirsiz) - 1999 (1. Baskı),20.4;20.6,"High Court, Malaysia","Sozlesme ekinde sadece DAB'a atif olup tahkim sartina yer verilmediginden, tahkim anlasmasi bulunmadigina karar verildi.",DAB/Hakem Prosedur Usulsuzlugu,Ilk Derece Devlet Mahkemesi,Belirsiz/Veri Yok,Mersing Construction & Engineering Sdn Bhd v Kejuruteraan Bintai Kin Denko Sdn Bhd,Corbett & Co Table,,,
243,Romanya,2011,Belirsiz/Veri Yetersiz,Sarı Kitap - 1999 (1. Baskı),1.4;4.4,Romanya Yargitay,"14 alt yukleniciye (Muhendis onayi olmadan) is verilmesinin ihlal oldugu, ama farkli dilde belge kullanimi belgeleri gecersiz kilmadigi tespit edildi.",Alt Yuklenici Statusu,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,ICCJ Decision No. 2473/2011,Corbett & Co Table,,,
244,Romanya,2011,Madencilik,Kırmızı Kitap - Baskı Belirsiz,13.8;20;20.2,Romanya Yuksek Mahkemesi,"Doviz kuru referans tarihi uyusmazliginda tahkim anlasmasinin gecerli oldugu, iptal basvurusunun dayanaksiz oldugu tespit edildi.",Para Birimi/Faiz Uyusmazligi,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,ICCJ Decision No. 287/2011,Corbett & Co Table,,,
245,Ürdün,2011,Belirsiz/Veri Yetersiz,Kırmızı Kitap - 4. Baskı (1987),67,ICSID,Nihai kararin Urdun hukuku altinda tahkim anlasmasini sona erdirip erdirmedigi ve ICSID m.50 yorum talebinin sartlari degerlendirildi.,Yatirim Anlasmasi Ihlali (BIT/ICSID),Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Belirsiz/Veri Yok,ATA Construction v Hashemite Kingdom of Jordan (7 Mart 2011),Corbett & Co Table,,,
246,Ürdün,2011,Belirsiz/Veri Yetersiz,Kırmızı Kitap - 4. Baskı (1987),Ozet Nota bakiniz,ICSID,"18.05.2010 kararinin kismi iptaline yonelik sartli basvuru, ATA'nin yorumu reddedilince geri cekildi ve masraf talebi one surdu.",Tahkim Masraflari,Ilk Derece Tahkim (ICC/ICSID/LCIA/vb),Belirsiz/Veri Yok,ATA Construction v Hashemite Kingdom of Jordan (11 Temmuz 2011),Corbett & Co Table,,,
247,Fiji,2011,Sanayi Tesisi/Fabrika,BELİRSİZ (kaynakta belirtilmemiş),Belirtilmemis,Fiji Yuksek Mahkemesi,FIDIC ile dogrudan ilgisiz; ongorulemeyen isler icin yuzde bazli kontenjan uygulamasina atif yapildi.,Siniflandirilmamis/Veri Yetersiz,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,Amira Furnishing Company Ltd v New India Assurance Company Limited,Corbett & Co Table,,,
248,BELİRSİZ (İncelenmeli),2011,Belirsiz/Veri Yetersiz,Kırmızı Kitap - 1999 (1. Baskı),1999:20;20.1;20.4-20.7. 1987:67,Dogu Avrupa Baskenti,"DAB kararinin esasa girilmeden tenfizi: odememenin yeni bir ihlal/uyusmazlik oldugu, odememenin tekrar DAB'a goturulmesi gerektigi tespit edildi.",Tenfiz/Icra,Tenfiz/Icra (Nihai Asama),Belirsiz/Veri Yok,ICC Final Award in Case 16948,Corbett & Co Table,,,
250,Hindistan,2011,Kopru/Tunel,Kırmızı Kitap - 4. Baskı (1987),53;53.1-53.4;67.3,Calcutta Yuksek Mahkemesi,Hakem kararinin usulsuzluk gerekcesiyle iptali reddedildi; sozlesmenin 53.4 maddesi guncel kayit olmasa dahi bagimsiz degerlendirmeye izin verir.,Delil Degerlendirmesi/Tanik,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,State of West Bengal v Afcon Infrastructure Ltd (Ocak 2011),Corbett & Co Table,,,
251,Hindistan,2011,Bina/Konut/Ticari,Kırmızı Kitap - 4. Baskı (1987),6.1(b);9.5.1;9.5.4;10.1;63.1,"Andhra Yuksek Mahkemesi, Hindistan",Performans teminatinin cagirilmasinin durdurulmasi ve Isveren'in yuklenicilyi sahadan cikarma hakki degerlendirildi.,Teminat Mektubu,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,Progressive Construction Ltd v Louis Berger Group Inc. & Others,Corbett & Co Table,,,
252,Malezya,2011,Belirsiz/Veri Yetersiz,Turuncu Kitap - 1999 (1. Baskı),Ozet Nota bakiniz,"Court of Appeal, Malaysia",Alacagin devri (deed of assignment) kapsaminda temerrut degerlendirildi.,Sozlesme Devri (Assignment),Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,Uniphone Telecommunications Berhad v Bridgecon Engineering,Corbett & Co Table,,,
253,Kenya,2011,Karayolu/Otoyol,Kırmızı Kitap - 4. Baskı (1987),Ozet Nota bakiniz,Mombasa Istinaf Mahkemesi,Teminatlarin cagirilmasi/varliklara el konulmasina karsi paralel davalar; ikinci davanin birinciyle benzer oldugu icin durdurulmasina karar verildi.,Teminat Mektubu,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,Tanzania National Roads Agency v Kundan Singh Construction Limited and Another,Corbett & Co Table,,,
254,Hindistan,2011,Karayolu/Otoyol,Kırmızı Kitap - 4. Baskı (1987),53.1-53.5;60;67.3,Calcutta Yuksek Mahkemesi (istinaf),"Hakem kararinin kamu duzenine aykirilik iddiasi, bir kalem haric reddedildi; hakem karari buyuk olcude onandi.",Kamu Duzeni/Politikasi Ihlali Iddiasi,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,"State of West Bengal, Public Works v AFCONS Infrastructure Ltd (Eylul 2011)",Corbett & Co Table,,,
255,İsviçre,2011,Madencilik,Kırmızı Kitap - 1999 (1. Baskı),18.3; 20,"First Civil Law Court, Switzerland",Cok katmanli uyusmazlik cozum prosedurune (DAB/uzlasma) uyulmamasinin sonuclari incelendi.,Siniflandirilmamis/Veri Yetersiz,Belirsiz/Sadece Claim Asamasi,Belirsiz/Veri Yok,Swiss Civil Court decision 4A_46/2011,Corbett & Co Table,,,
256,Bulgaristan,2012,Belirsiz/Veri Yetersiz,Sarı Kitap - 1999 (1. Baskı),3.5;20.1;20.4,Bulgaristan Ticaret ve Sanayi Odasi Tahkim Kurulu,28 gunluk Muhendis'e basvuru suresinin Bulgar hukukuna gore hak feragati/geçersiz olmadigina karar verildi.,Muhendis/Mimar Karari - Clause 67 Usulu,Belirsiz/Sadece Claim Asamasi,Belirsiz/Veri Yok,Bulgarian case,Corbett & Co Table,,,
257,Jamaika,2012,Belirsiz/Veri Yetersiz,FIDIC (Kitap Rengi Belirsiz) - 1999 (1. Baskı),Belirtilmemis,Jamaika Yuksek Mahkemesi,FIDIC'e dogrudan iliskisi yok; hakemin gorevden alinmasi (misconduct) ile ilgili.,Hakem Gorevden Alma/Tarafsizlik Itirazi,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,R.A Murray International Ltd v Brian Goldson,Corbett & Co Table,,,
258,BELİRSİZ (İncelenmeli),2012,Belirsiz/Veri Yetersiz,Sarı Kitap - 1999 (1. Baskı),15.3;15.4;16.3;16.4;20.2-20.8,Dogu Avrupa Baskenti,Zamanasimi suresinin tahkime yansimasi ve DAB'in olusumu degerlendirildi.,Zamanasimi/Sure Siniri,Belirsiz/Sadece Claim Asamasi,Belirsiz/Veri Yok,ICC Partial Award in Case 16570,Corbett & Co Table,,,
259,Hindistan,2012,Karayolu/Otoyol,FIDIC (Kitap Rengi Belirsiz) - 4. Baskı (1987),20.1-20.3,"Gelir Vergisi Istinaf Kurulu, New Delhi, India","Vergi iadesi davasi; FIDIC'e dogrudan ilgisiz, saha tesliminden sonraki yukumluluklere gecerken deginildi.",Vergi Uyusmazligi,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,"Kmc Construction Ltd, Hyderabad v Department of Income Tax",Corbett & Co Table,,,
261,BELİRSİZ (İncelenmeli),2012,Belirsiz/Veri Yetersiz,Kırmızı Kitap - 1999 (1. Baskı),1.2;20.2;20.4;20.6,Dogu Avrupa Baskenti,"DAB anlasmasinin kotu taslaklanmasi nedeniyle DAB'in gecici mi kalici mi oldugu, dolayisiyla feshin gecerliligi tartismasi.",DAB/Hakem Prosedur Usulsuzlugu,DAB/DAAB (On-Tahkim Kurulu),Belirsiz/Veri Yok,ICC Final Award in Case 18096,Corbett & Co Table,,,
262,İngiltere/UK (Kuzey İrlanda),2012,Hastane/Saglik,FIDIC (Kitap Rengi Belirsiz) - 1999 (1. Baskı),Ozet Nota bakiniz,"High Court, Northern Ireland",Uyusmazlik cozum semasini goz ardi ederek dava acmanin sonuclari; yeterince kesin sema mahkeme surecini durdurabilir.,Siniflandirilmamis/Veri Yetersiz,Ilk Derece Devlet Mahkemesi,Belirsiz/Veri Yok,Abbas & Hayes (t/a A H Design) v Rotary (International) Ltd,Corbett & Co Table,,,
263,BELİRSİZ (İncelenmeli),2013,Belirsiz/Veri Yetersiz,Sarı Kitap - 1999 (1. Baskı),10.2;16.1;16.2;20;20.4-20.7,Dogu Avrupa Baskenti,"Memnuniyetsizlik Bildirimi'nin (NoD) gerekce icermesi zorunlu degildir; DAB karari NoD verilse dahi baglayicidir, ancak esas incelenmeden hakemle uygulatilamaz.",DAB/Hakem Prosedur Usulsuzlugu,DAB/DAAB (On-Tahkim Kurulu),Belirsiz/Veri Yok,ICC Final Award in Case 18320,Corbett & Co Table,,,
264,BELİRSİZ (İncelenmeli),2013,Su/Atik Su/Baraj,Sarı Kitap - 1999 (1. Baskı),2.5;3.5;5.2;20.1;20.4,Dogu Avrupa Baskenti,Bildirim yapilmayan gecikme tazminati karsi talebi kabul edilemez bulundu; Yuklenici'nin sure/maliyet talebi de bildirim eksikligi nedeniyle reddedildi.,Gecikme/EOT,Belirsiz/Sadece Claim Asamasi,Belirsiz/Veri Yok,ICC Final Award in Case 16765,Corbett & Co Table,,,
265,Fransa (Paris - ICC Merkezi),2013,Belirsiz/Veri Yetersiz,Kırmızı Kitap - 1999 (1. Baskı),1.4;4.2;20.4;20.6;20.8,"Paris, France",Tahkim sartinda hukuk secimi olmayinca heyet ussal 3 ilkeye gore yorumlar; taraflarin ICC disi baska kurum tartismadigi icin ICC kabul edildi.,Siniflandirilmamis/Veri Yetersiz,Belirsiz/Sadece Claim Asamasi,Belirsiz/Veri Yok,ICC Final Award in Case 17146,Corbett & Co Table,,,
266,Trinidad ve Tobago,2013,Su/Atik Su/Baraj,Kırmızı Kitap - 1999 (1. Baskı),2.4;3.5;8.3;14;14.6;14.7;16;16.1;16.2;20.6;26;30,"Court of Appeal, Trinidad and Tobago","Hakemin Cl.2.4 icin Kabine onayi kaniti aramasinin, gereginden yuksek standart talep etmek oldugu tespit edildi.",Devlet/Kabine Onayi Sarti,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,National Insurance Property Development Company Ltd v NH International (Caribbean) Limited (istinaf),Corbett & Co Table,,,
268,Güney Afrika,2013,Karayolu/Otoyol,BELİRSİZ (kaynakta belirtilmemiş),Belirtilmemis,"High Court, North Gauteng, Pretoria",FIDIC sadece gecerken anilir; usuli bir gaip hukmun kaldirilmasi karari.,Siniflandirilmamis/Veri Yetersiz,Ilk Derece Devlet Mahkemesi,Belirsiz/Veri Yok,Johannesburg Roads Agency (Pty) Ltd v Midnight Moon Trading 105 (Pty) Ltd and Another,Corbett & Co Table,,,
269,İngiltere/UK,2013,Belirsiz/Veri Yetersiz,Kırmızı Kitap - 1999 (1. Baskı),4.2;10;20.2;20.4;20.8,"Technology and Construction Court, England and Wales",DAB olmadigindan dogrudan tahkim mumkun; Isveren'in on-talep performans teminatlarini cagirmasina karsi ihtiyati tedbir talebi degerlendirildi.,Teminat Mektubu; Ihtiyati Tedbir Talebi,DAB/DAAB (On-Tahkim Kurulu),Belirsiz/Veri Yok,Doosan Babcock v Comercializadora De Equipos y Materiales Mabe (11/10/13),Corbett & Co Table,,,
270,Hindistan,2013,Belirsiz/Veri Yetersiz,Kırmızı Kitap - 4. Baskı (1987),12.1;12.2;53.1-53.5;67.3,Calcutta Yuksek Mahkemesi,Hakem kararinin Hindistan kamu politikasina aykiri oldugu (sozlesmeye uygun/kanit temelli olmadigi) gerekcesiyle iptal edildi.,Kamu Duzeni/Politikasi Ihlali Iddiasi,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,State Of West Bengal vs Afcons Pauling (India) Ltd,Corbett & Co Table,,,
272,Güney Afrika,2013,Belirsiz/Veri Yetersiz,Kırmızı Kitap - 1999 (1. Baskı),20;20.4;20.6,"South Gauteng High Court, Johannesburg",DAB karari kesin olmasa da odeme/performans yukumlulugunu askiya almadigi; Isveren'in NoD vermesinin odemeyi durdurmayacagi teyit edildi.,Odeme Uyusmazligi,Ilk Derece Devlet Mahkemesi,Belirsiz/Veri Yok,Stefanutti Stocks (Pty) Ltd v S8 Property (Pty) Ltd,Corbett & Co Table,,,
273,Güney Afrika,2013,Fosil Yakit/Petrol-Gaz,Kırmızı Kitap - 1999 (1. Baskı),2.4;2.5;15.2,Guney Afrika Yuksek Mahkemesi,"On-demand teminatin yorumunun teminat belgesinin kendisine dayandigina, Cl.2.5 bildirim sartinin bu teminat turu icin gecerli olmadigina karar verildi.",Teminat Mektubu,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,Eskom Holdings SOC Limited v Hitachi Power Africa (Pty) Ltd and Hitachi Power of Europe GMBH,Corbett & Co Table,,,
274,BELİRSİZ (İncelenmeli),2013,Belirsiz/Veri Yetersiz,Sarı Kitap - 1999 (1. Baskı),20;20.1-20.5;20.8,Dogu Avrupa Baskenti,Davacinin tahkimden once DAB'a basvurmasi sart degildir (DAB yoksa); DAA imzalamayi reddetmek yetki itirazina temel olusturmaz.,Yetki Itirazi/Muhendis Karari,Belirsiz/Sadece Claim Asamasi,Belirsiz/Veri Yok,ICC Final Award in Case 18505,Corbett & Co Table,,,
276,Mauritius,2013,Madencilik,BELİRSİZ (kaynakta belirtilmemiş),20,"Port Louis, Mauritius",Adjudikator kararina itirazin resmi Tahkim Talebi mi yoksa niyet bildirimi mi gerektirdigi tartisildi; FIDIC'e dogrudan atif yok ama benzer sozlesmelerle birlikte yayinlandi.,Siniflandirilmamis/Veri Yetersiz,Belirsiz/Sadece Claim Asamasi,Belirsiz/Veri Yok,ICC Final Award in Case 16435,Corbett & Co Table,,,
277,Güney Afrika,2013,Belirsiz/Veri Yetersiz,Kırmızı Kitap - 1999 (1. Baskı),20.4; 20.6,"South Gauteng High Court, Johannesburg",DAB'in baglayici ama kesin olmayan kararina tahkim sonuclanana kadar uyulmasi gerektigi teyit edildi.,DAB/Hakem Prosedur Usulsuzlugu,Ilk Derece Devlet Mahkemesi,Belirsiz/Veri Yok,Tubular Holdings (Pty) Ltd v DBT Technologies (Pty) Ltd,Corbett & Co Table,,,
279,Hindistan,2013,Karayolu/Otoyol,Kırmızı Kitap - 4. Baskı (1987),52 (degistirilmis),"Delhi Yuksek Mahkemesi, Hindistan",BoQ miktarlarinin Muhendis tarafindan azaltilmasi/cikarilmasi nedeniyle fiyat varyasyonu talebi degerlendirildi.,Muhendis/Mimar Karari - Clause 67 Usulu,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,M/S Jsc Centrodostroy v M/S National Highways Authority,Corbett & Co Table,,,
280,Hindistan,2013,Karayolu/Otoyol,Kırmızı Kitap - 4. Baskı (1987),14.4;60.1;70.3 (degistirilmis),"Delhi Yuksek Mahkemesi, Hindistan",BoQ'daki tum kalemler icin fiyat ayarlamasi hakki tartisildi.,Fiyat Ayarlama Formulu (Escalation),Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,National Highways Authority v MS Kmc-Rk-Sd JV,Corbett & Co Table,,,
281,İngiltere/UK,2013,Belirsiz/Veri Yetersiz,FIDIC (Kitap Rengi Belirsiz) - 1999 (1. Baskı),1.1.3.4;7.4;8.2;9;10;12,"Technology and Construction Court, England and Wales",11/10/2013 karari sonrasi Respondent'in tedbiri kaldirma basvurusu.,Siniflandirilmamis/Veri Yetersiz,Belirsiz/Sadece Claim Asamasi,Belirsiz/Veri Yok,Doosan Babcock v Comercializadora De Equipos y Materiales Mabe (24/10/13),Corbett & Co Table,,,
282,İsveç,2013,Madencilik,"FIDIC-benzeri (bespoke, tam FIDIC değil)",1.4; 20.4,"Svea Court of Appeal, Isvec",Muhendis'in IPC vermemesinden Isveren'in sorumlu tutulup tutulamayacagi (Muhendis'in idareyi temsil etmedigi tespit edildi); hukuk secimi hatasinin iptal gerekcesi olmadigina karar verildi.,Muhendis/Mimar Karari - Clause 67 Usulu,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,Case No. T 3735-12,Corbett & Co Table,,,
283,Romanya,2014,Belirsiz/Veri Yetersiz,BELİRSİZ (kaynakta belirtilmemiş),2.5;14.9;14.11;14.13;20.6,"Bucharest, Romania",Yeni taleplerin tahkime sonradan eklenip eklenemeyecegi ve buna bagli gecikme degerlendirildi.,Gecikme/EOT,Belirsiz/Sadece Claim Asamasi,Belirsiz/Veri Yok,ICC Procedural Order (Subat 2014) in ICC Case 19105,Corbett & Co Table,,,
284,Fransa (Paris - ICC Merkezi),2014,Belirsiz/Veri Yetersiz,BELİRSİZ (kaynakta belirtilmemiş),20,"Paris, France","Tahkim oncesi muzakere prosedurunun on-sart oldugu, uyulmazsa taleplerin reddedilecegi/durdurulacagi teyit edildi.",Siniflandirilmamis/Veri Yetersiz,Belirsiz/Sadece Claim Asamasi,Belirsiz/Veri Yok,ICC Final Award in Case 13686,Corbett & Co Table,,,
285,BELİRSİZ (İncelenmeli),2014,Belirsiz/Veri Yetersiz,Sarı Kitap - 1999 (1. Baskı),2.5;20;20.4-20.6,Dogu Avrupa Baskenti,"Bir konuda gec NoD verilmesi, ayni DAB kararindaki diger konularda zamaninda verilen NoD'lerin yetkisini engellemez.",DAB/Hakem Prosedur Usulsuzlugu,DAB/DAAB (On-Tahkim Kurulu),Belirsiz/Veri Yok,ICC Final Award in Case 19346,Corbett & Co Table,,,
286,BELİRSİZ (İncelenmeli),2014,Belirsiz/Veri Yetersiz,Kırmızı Kitap - 1999 (1. Baskı),3.5;4.2;11.9;14.9;20;20.1;20.4;20.6-20.8,Dogu Avrupa Baskenti,Performans teminati/sertifikasi/stopaj gibi taleplerin Cl.3.5 (Muhendis karari) prosedurune tabi olmadigi; 'or otherwise' ifadesinin DAB'in tarafsizlik eksikligini de kapsadigi tespit edildi.,Yetki Itirazi/Muhendis Karari,Muhendis/Mimar Karari (Clause 67),Belirsiz/Veri Yok,ICC Final Award in Case 19581,Corbett & Co Table,,,
287,İngiltere/UK,2014,Belirsiz/Veri Yetersiz,FIDIC (Kitap Rengi Belirsiz) - 1999 (1. Baskı),14.6;14.7;16.2;16.4;20.6,"Technology and Construction Court, England and Wales",Rusvet icin yapilan sozlesmeler uygulanamaz ama rusvetle elde edilen sozlesmeler kendiliginden uygulanamaz degildir.,Yolsuzluk,Belirsiz/Sadece Claim Asamasi,Belirsiz/Veri Yok,Honeywell International Middle East Ltd v Meydan Group LLC,Corbett & Co Table,,,
289,İngiltere/UK,2014,Belirsiz/Veri Yetersiz,Gümüş Kitap - 1999 (1. Baskı),1.2.6;1.4.1;20.2-20.5;20.7;20.8,"Technology and Construction Court, England and Wales",DAB yokken dogrudan tahkime gecisin (Cl.20.8) kosullari; DAA imzalamayi reddeden tarafin ifaya zorlanabilecegi tespit edildi.,DAB/Hakem Prosedur Usulsuzlugu,DAB/DAAB (On-Tahkim Kurulu),Belirsiz/Veri Yok,Peterborough City Council v Enterprise Managed Services Ltd,Corbett & Co Table,,,
290,Singapur,2014,Fosil Yakit/Petrol-Gaz,Kırmızı Kitap - 1999 (1. Baskı),20;20.4-20.7,"High Court, Singapore","'Persero 1' rehberligiyle, esas heyete sunularak verilen ara karar mahkemece iptal edilmedi.",Siniflandirilmamis/Veri Yetersiz,Ilk Derece Devlet Mahkemesi,Belirsiz/Veri Yok,"Francistown City Council v Vlug and Another (Singapore, 'Persero 2')",Corbett & Co Table,,,6
291,Hindistan,2014,Demiryolu/Metro,Kırmızı Kitap - 1999 (1. Baskı),20.6 (degistirilmis),Madras Yuksek Mahkemesi,Hakem gorevden alma talebiyle ilgili.,Hakem Gorevden Alma/Tarafsizlik Itirazi,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,Chennai Metro Rail Limited v M/S Lanco Infratech Limited,Corbett & Co Table,,,
296,Kenya,2014,Havalimani,FIDIC (Kitap Rengi Belirsiz) - 4. Baskı (1987),67,"Kenya Yuksek Mahkemesi, Nairobi","Sozlesmenin devri konusunda tedbir reddedildi (mahkeme sozlesmeyi yeniden yazamaz), ancak ekipman/malzemenin elden cikarilmasina karsi tedbir verildi.",Ihtiyati Tedbir Talebi,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,Talewa Road Contractors Limited v Kenya National Highways Authority,Corbett & Co Table,,,
297,Kenya,2014,Havalimani,FIDIC (Kitap Rengi Belirsiz) - 4. Baskı (1987),63.1,"Kenya Yuksek Mahkemesi, Nairobi","Sahaya teslim edilen bitumun mulkiyetinin, odeme Isveren'den Ana Yukleniciye gectiginde Isveren'e (2. Davali) gectigine karar verildi.",Odeme Uyusmazligi,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,South Shore International Limited v Talewa Road Contractors Limited & another,Corbett & Co Table,,,
298,İsviçre,2014,Belirsiz/Veri Yetersiz,Kırmızı Kitap - 1999 (1. Baskı),1.2;2;20;20.2;20.4-20.8,Isvicre Yuksek Mahkemesi,"DAB prosedurunun ('shall'/'may' terimleri) aslinda opsiyonel oldugu, DAA imzalanmadan gecerli DAB kurulamayacagi, tek care Cl.20.8 ile dogrudan tahkim oldugu tespit edildi.",DAB/Hakem Prosedur Usulsuzlugu,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,Decision 4A_124/2014,Corbett & Co Table,,,
299,İngiltere/UK,2015,Su/Atik Su/Baraj,Kırmızı Kitap - 1999 (1. Baskı),2.4;2.5;14;15.3;16;16.1-16.4;19.6,"Privy Council, Trinidad and Tobago",Kabine onayi kanitinin gerektigi hukmu onandi; bildirimsiz sunulan tutarlarin mahsup/karsi talep sayilamayacagina karar verildi.,Devlet/Kabine Onayi Sarti,Belirsiz/Sadece Claim Asamasi,Belirsiz/Veri Yok,NH International (Caribbean) Limited v National Insurance Property Development Company Limited (No.2),Corbett & Co Table,,,
300,Hindistan,2015,Demiryolu/Metro,BELİRSİZ (kaynakta belirtilmemiş),Ozet Nota bakiniz,Madras Yuksek Mahkemesi,"Banka teminatlarinin bagimsiz sozlesme olmadigi, tahkime tabi oldugu; JV'nin lider uyesinin bagimsiz basvuru yapabilecegine karar verildi.",Teminat Mektubu,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,M/S Gammon v M/S Chennai Metro Rail Limited,Corbett & Co Table,,,
304,Hindistan,2015,Belirsiz/Veri Yetersiz,Kırmızı Kitap - 4. Baskı (1987),70,Calcutta Yuksek Mahkemesi,Fiyat ayarlama formulunun cift-para-birimi sozlesmesi olup olmadigi ve uygulama yontemi tartisildi.,Fiyat Ayarlama Formulu (Escalation),Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,Taisei Corporation v West Bengal State Electricity,Corbett & Co Table,,,
305,Kıbrıs,2015,Belirsiz/Veri Yetersiz,Kırmızı Kitap - 1999 (1. Baskı),1.6,Kibris Yuksek Mahkemesi,Damga vergisinin ihale kosullarina mi yoksa sozlesmeye mi gore odenecegi tartisildi.,Ihale Sureci,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,Venture Helector v Venture Tomi SA,Corbett & Co Table,,,
307,Bulgaristan,2015,Belirsiz/Veri Yetersiz,Kırmızı Kitap - 4. Baskı Rev. (1992),67.3,Sofia Istinaf Mahkemesi (Ticari Daire),Onceden Muhendis'e sunulmayan karsi taleplerin heyetce reddedilmesinin Bulgar kamu duzenine aykiri olmadigina karar verildi.,Muhendis/Mimar Karari - Clause 67 Usulu,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,Commercial Case No. 4069/2014,Corbett & Co Table,,,
308,Güney Afrika,2015,Su/Atik Su/Baraj,Sarı Kitap - 1999 (1. Baskı),4.1; 7.7,"South Africa Yuksek Mahkemesi, Johannesburg",Odeme alindiginda ekipman/malzeme mulkiyetinin Isveren'e gecip gecmedigi tartisildi.,Odeme Uyusmazligi,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,DBT Technologies (Pty) Limited v August General Servicing South Africa (Pty) Limited and others,Corbett & Co Table,,,
309,Hindistan,2015,Karayolu/Otoyol,Kırmızı Kitap - 4. Baskı (1987),Ozet Nota bakiniz,"Delhi Yuksek Mahkemesi, Hindistan","Bir belgenin kismi sorumluluk kabulu izlenimi verse dahi, belgenin butunuyle okunmasi gerektigine karar verildi.",Siniflandirilmamis/Veri Yetersiz,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,Ntpc v Hindustan Construction Company,Corbett & Co Table,,,
310,Avustralya,2015,Belirsiz/Veri Yetersiz,BELİRSİZ (Sınıflandırılamadı),1.6,"Court of Appeal, New South Wales, Australia",FIDIC sartlari agir sekilde degistirilmis gorunuyor.,Siniflandirilmamis/Veri Yetersiz,Istinaf/Temyiz/Yuksek Mahkeme,Belirsiz/Veri Yok,Aircraft Support Industries Pty Ltd v William Hare UAE LLC,Corbett & Co Table,,,
